SubjectID,researchdate
6629304165209877741,2025-10-12
2458976577495921224,2025-10-12
729594265295609622,2025-10-12
3747001954464117647,2025-10-12
1585271561336944156,2025-10-12
1585271561336987405,2025-10-12
4467577916331478438,2025-10-12
1585271561336983258,2025-10-12
4908936206957545857,2025-10-12
1585271561337003081,2025-10-12
6629305707983208000,2025-10-12
1161942649620631617,2025-10-12
2027611165595319872,2025-10-12
6629304165209877093,2025-10-12
5034735006853,2025-10-12
1306055918923481346,2025-10-12
5917742346563017472,2025-10-12
801652528411721921,2025-10-13
4548647573216187331,2025-10-13
1585271561337004529,2025-10-13
2233792637557835906,2025-10-13
3458771664316827264,2025-10-13
1585271561336914069,2025-10-13
8945870093784339904,2025-10-13
6341074104264856357,2025-10-13
225192052591218818,2025-10-13
8872104940726666496,2025-10-13
1585271561337008385,2025-10-13
1585271561336955795,2025-10-13
441361688982367234,2025-10-13
864698737912134848,2025-10-13
8214571128982578588,2025-10-13
1008814384946819138,2025-10-13
2171162808295697920,2025-10-13
6052843423965704375,2025-10-13
2738194092690289674,2025-10-13
3395726566295387138,2025-10-13
4982007215162596672,2025-10-13
2242805481916280257,2025-10-13
4332476682224603777,2025-10-13
1306055227717714057,2025-10-13
6350087783588513984,2025-10-13
4107290491734537920,2025-10-13
6052843423965704715,2025-10-13
1585271561337009996,2025-10-13
6341072931965192431,2025-10-13
6494531396630849664,2025-10-13
3251611007714858048,2025-10-13
2531469321802269312,2025-10-13
1738402666486488576,2025-10-13
1729388589032332138,2025-10-13
8439778948379488000,2025-10-13
4620705515620634944,2025-10-13
1585271561336642216,2025-10-13
2594080773626550089,2025-10-13
1585271561336626982,2025-10-13
6278028984097132835,2025-10-13
7277824004556935936,2025-10-13
2171137564819464128,2025-10-13
3963174951955399228,2025-10-13
792641370587574272,2025-10-13
3530829233426742997,2025-10-13
4755806029018135186,2025-10-13
4539635606295686388,2025-10-13
729594265295609622,2025-10-13
6052843423965704462,2025-10-13
7576643904375722625,2025-10-13
7493996866413376516,2025-10-13
4044244464717267522,2025-10-13
5917742346563017472,2025-10-13
6052843423965704217,2025-10-14
5053049603441781056,2025-10-14
1585271561337043943,2025-10-14
4621534128888346560,2025-10-14
8223585477406712768,2025-10-14
5908728318826435406,2025-10-14
8935147025123496477,2025-10-14
1585271561336984926,2025-10-14
5034735007916,2025-10-14
1585271561336657646,2025-10-14
6629304165209877937,2025-10-14
6629304165209877556,2025-10-14
1738401682216574850,2025-10-14
5034735006848,2025-10-14
1585271561336647074,2025-10-14
945768468522223040,2025-10-14
1585271561337051847,2025-10-14
1585271561336999191,2025-10-14
5620500508436996544,2025-10-14
864698737912134848,2025-10-14
8944160953299386496,2025-10-14
8214571128982578588,2025-10-14
5260212023980595118,2025-10-14
5197582858279409088,2025-10-14
1585271561336781219,2025-10-14
1585271561337042050,2025-10-14
1585271561336934288,2025-10-14
3963175104584409607,2025-10-14
4899922101829706304,2025-10-14
659194611469581312,2025-10-14
2603271148962246080,2025-10-14
6350266735761193216,2025-10-14
432351254888983589,2025-10-14
6629304165209878717,2025-10-14
3108949386821273216,2025-10-14
3901231049869308352,2025-10-14
2242805481916280257,2025-10-14
9088274736855880846,2025-10-14
585481360945763072,2025-10-14
1369101347001710021,2025-10-14
2242869852638387712,2025-10-14
2891323026468671169,2025-10-14
1585271561336660151,2025-10-14
4692759896965140290,2025-10-14
1585271561336969686,2025-10-14
504410216844887574,2025-10-14
3107497533813582784,2025-10-14
2531033574337168376,2025-10-14
1585271561336928692,2025-10-14
5908729607245342097,2025-10-14
6701361217345430138,2025-10-14
9007204939872883156,2025-10-14
2305848744076622012,2025-10-14
7998399998816616136,2025-10-14
1585271561336710379,2025-10-14
4764817325728903810,2025-10-14
8935148960500687296,2025-10-14
792640751260987749,2025-10-14
6341075541957842305,2025-10-14
8151526484379737766,2025-10-14
7576643904375722625,2025-10-14
8286630365325210817,2025-10-14
1585271561336803407,2025-10-14
3891115984388077827,2025-10-14
5034735007503,2025-10-14
1666345625407870272,2025-10-14
8502803222098581352,2025-10-14
648524241621891083,2025-10-14
1306055227717714057,2025-10-14
4908934708435070346,2025-10-14
1585271561337001264,2025-10-14
4116339792266941760,2025-10-15
5919328751150185280,2025-10-15
2316166949196710976,2025-10-15
6629304165209876517,2025-10-15
1233998501833434304,2025-10-15
